time	rtt	rto
2839.38	66.1852	68.7015
2841.08	66.7645	69.201
2842.37	65.074	68.9644
2846.15	66.2323	68.7537
2847.9	64.2943	69.2876
2853.57	66.0232	68.8623
2853.89	62.694	70.626
2859.83	63.3494	70.9622
2861.4	64.7012	69.762
2862.5	64.9853	68.568
2863.66	64.6521	67.9637
2866.18	63.4528	68.5131
2869.15	65.9142	68.8757
2872.19	66.8682	70.0944
2872.74	65.0188	68.9704
2875.13	64.9566	68.1638
2878.03	65.5568	67.9033
2880.68	66.1177	68.2901
2882.13	65.0959	67.7038
2886.3	66.2347	68.1885
2887.04	65.5679	67.6955
2889.26	65.3464	67.1751
2891.18	63.3859	68.4919
2894.9	64.2809	68.4133
2896.77	65.044	67.5757
2898.92	64.3646	67.532
2902.5	66.1001	68.176
2903.47	63.9624	68.4003
2906.2	66.4342	69.2021
2907.95	66.7896	70.0416
2910.39	67.9416	71.7869
2913.72	67.4685	72.2798
2915	67.0033	71.9296
2916.91	63.2438	72.8976
2919.55	65.6149	71.1564
2924.11	64.1668	71.1077
2925.97	64.4401	70.6196
2926.95	64.3987	70.1425
2929.24	65.5262	69.2413
2931.76	65.4745	68.4756
2933.46	64.21	68.6338
2938.45	66.1246	68.8484
2939.55	66.7243	69.5788
2940.96	65.7608	68.885
2943.38	65.2335	68.2721
2944.95	64.1677	68.7074
2948.01	65.7804	68.3922
2950.67	64.2616	68.5996
2952.13	65.0248	67.9325
2954.25	64.8874	67.5239
2957.84	68.2668	70.4266
2958.88	67.6337	71.5516
2962.27	67.264	71.7516
2963.77	66.8965	71.3293
2966.15	67.0994	71.1418
2969.09	66.4761	70.1912
2971.18	67.65	70.7719
2973.45	67.1609	70.5052
2976.09	68.0091	71.1799
2977.71	67.2566	70.677
2980.6	66.7822	69.7064
2982.41	67.3341	69.599
2984.68	67.6717	69.8375
2987.3	67.6395	69.8901
2990.75	66.5071	69.6409
2991.96	65.9003	69.9104
2996.27	69.2565	71.8637
2996.62	67.2735	70.8333
2998.73	66.8637	70.1701
3002.53	68.9609	71.4788
3003.72	65.1399	72.3804
3006.85	67.1966	71.192
3008.66	68.238	71.4588
